Animal ID,Herd,Frequency,Sex,Source,EntryDate,ENTRY_MONTH,ENTRY_BIOYR,DOB,AgeatEntry,DLS,DateLastSeen,AgeLastSeen,Dead,END_BIOYR,Mortality Date,MORT_BIOYR,Cause,CollarEnd,EndPopulation,EweGroup,Comments,ToothAge
01QZ68,Quartz,150.84,M,RT,12/7/2001,12,2001,5/15/2000,1.6,12/30/2007,30-Dec-07,7.6,2,2007,30-Dec-07,2007,DRC,4/7/2006,UHCOR,,TO UHC 12/01 UNK (Caracass found Jan 2008),No
01QZ69,Quartz,151.85,F,RT,12/7/2001,12,2001,5/15/1997,4.6,9/1/2002,01-Sep-02,5.3,1,2002,01-Sep-02,2002,UNK,,UHCOR,,TO UHC 12/01 UNK,No
01QZ71,Quartz,151.88,F,RT,12/7/2001,12,2001,5/15/1997,4.6,5/7/2006,07-May-06,9,1,2006,07-May-06,2006,UNK,,MU,,TO MUIR 1/11/04 UNK,No
01QZ75,Quartz,151.86,M,RT,12/7/2001,12,2001,5/15/2000,1.6,7/24/2003,24-Jul-03,3.2,1,2003,10-Jun-03,2003,INJ,,UHCOR,,TO UHC 2/9/02 INJ,No
01LO07,Lostine,151.82,F,RT,12/8/2001,12,2001,5/15/1997,4.6,8/4/2010,04-Aug-10,13.2,2,2010,,,,,UHCOR,,"TO QUARTZ 12/15/01,UHC 6/10/03 DROP COLLAR 2/9/10",No
01QZ60,Quartz,151.32,F,RT,12/8/2001,12,2001,5/15/2000,1.6,3/5/2003,05-Mar-03,2.8,1,2002,05-Mar-03,2002,PPR,,MU,,,Yes
01QZ70,Quartz,151.47,F,RT,12/8/2001,12,2001,5/15/1999,2.6,9/8/2010,08-Sep-10,11.3,1,2010,28-Sep-10,2010,PPR,,MY,,TO MYERS 6/11/03,Yes
01LO31,Lostine,151.49,F,RT,12/10/2001,12,2001,5/15/1995,6.6,4/9/2003,09-Apr-03,7.9,1,2002,09-Apr-03,2002,PPR,,UHCOR,,"TO QUARTZ 12/15/01, TO UHC  12/01 PR?",Yes
01QZ62,Quartz,,F,RT,12/10/2001,12,2001,5/15/2001,0.6,6/12/2006,12-Jun-06,5.1,2,2006,,,,,UHCOR,,eartag only TO UHC 1/3/03,No
01QZ63,Quartz,150.61,F,RT,12/10/2001,12,2001,5/15/2000,1.6,9/26/2004,26-Sep-04,4.4,2,2004,,,DC,,MU,,To MUIR 3/24/04,No
01QZ64,Quartz,151.08,F,RT,12/10/2001,12,2001,5/15/1999,2.6,5/4/2010,04-May-10,11,1,2010,04-May-10,2010,UNK,,MU,,TO MUIR 5/28/03 UNK,Yes
01QZ66,Quartz,151.38,F,RT,12/10/2001,12,2001,5/15/1997,4.6,6/4/2008,04-Jun-08,11.1,1,2008,04-Jun-08,2008,UNK,,MU,,TO UHC 2/02 UNK,No
02MY26,Myers,150.53,F,T,2/12/2002,2,2001,5/15/1998,3.8,4/13/2012,13-Apr-12,13.9,2,2011,,,DC,4/1/2009,MY,,,No
02MY27,Myers,150.57,F,T,2/12/2002,2,2001,5/15/1998,3.8,5/30/2012,30-May-12,14.1,2,2012,,,DC,7/1/2009,MU,,"TO MUIR 12/02, DEAD COLLAR 7/2009",No
02MY28,Myers,150.33,F,T,2/12/2002,2,2001,5/15/2000,1.7,6/1/2010,01-Jun-10,10.1,2,2010,,,DC,9/1/2009,MU,,"TO MUIR 5/6/03,Dead collar 9/2009",No
02MY29,Myers,150.50,F,T,2/12/2002,2,2001,5/15/1998,3.8,5/30/2012,30-May-12,14.1,2,2012,,,DC,10/1/2007,MU,,"TO MUIR 1/05 DEAD COLLAR 1/2007, live 6/2007, died again10/2007",No
02MY30,Myers,150.22,F,T,2/12/2002,2,2001,5/15/1997,4.8,10/16/2007,16-Oct-07,10.4,2,2007,,,DC,7/1/2007,MY,,"TO MUIR 7/02, DEAD COLLAR 7/2007",No
02MY32,Myers,150.12,F,T,2/12/2002,2,2001,5/15/1996,5.8,10/5/2005,05-Oct-05,9.4,1,2005,05-Oct-05,2005,PN,,MU,,TO MUIR 12/02,Yes
02MY33,Myers,150.65,F,T,2/12/2002,2,2001,5/15/1995,6.8,3/21/2004,21-Mar-04,8.9,1,2003,21-Mar-04,2003,UNK,,MY,,,Yes
02MY34,Myers,150.05,F,T,2/12/2002,2,2001,5/15/1997,4.8,7/30/2004,30-Jul-04,7.2,1,2004,24-Jul-04,2004,HU,,SR,,TO LONEPINE 3/02 HU,No
02MY35,Myers,150.06,F,T,2/12/2002,2,2001,5/15/1998,3.8,12/15/2002,15-Dec-02,4.6,1,2002,15-Dec-02,2002,PN,,MY,,,No
02MY36,Myers,150.07,F,T,2/12/2002,2,2001,5/15/1997,4.8,6/19/2005,19-Jun-05,8.1,1,2005,19-Jun-05,2005,UNK,,MU,,,Yes
02MY37,Myers,150.89,F,T,2/12/2002,2,2001,5/15/1997,4.8,6/18/2005,18-Jun-05,8.1,1,2005,18-Jun-05,2005,UNK,,MU,,TO MUIR 1/05 UNK,Yes
02MY38,Myers,150.11,F,T,2/12/2002,2,2001,5/15/1987,14.8,8/16/2002,16-Aug-02,15.3,1,2002,16-Aug-02,2002,UNK,,MU,,TO MU 2/25/02 but was never observed with other sheep,Yes
02MY39,Myers,150.88,F,T,2/12/2002,2,2001,5/15/1996,5.8,4/20/2002,20-Apr-02,5.9,2,2001,20-Apr-02,2001,HU,,MY,,,Yes
02MY40,Myers,151.02,M,T,2/12/2002,2,2001,5/15/2000,1.7,12/11/2003,11-Dec-03,3.6,1,2003,11-Dec-03,2003,PR,,BC,,TO BIG CANYON 10/02 PR,Yes
02MY41,Myers,150.62,F,T,2/12/2002,2,2001,5/15/1997,4.8,5/10/2003,10-May-03,6,1,2003,10-May-03,2003,UNK,,MY,,,Yes
02MY42,Myers,150.29,M,T,2/12/2002,2,2001,5/15/2000,1.7,1/14/2007,14-Jan-07,6.7,2,2006,,,DC,,MU,,,No
02MY43,Myers,151.35,M,T,2/12/2002,2,2001,5/15/2000,1.7,9/11/2007,11-Sep-07,7.3,1,2007,11-Sep-07,2007,HU,,IM,,"TO Muir 3/9/02, BIGCANYON 5/1/02, IMNAHA 11/6/04, Hunter kill",No
02MY44,Myers,150.43,M,T,2/12/2002,2,2001,5/15/2000,1.7,12/6/2008,06-Dec-08,8.6,2,2008,,,DC,5/1/2004,MY,,,No
02MY45,Myers,150.45,F,T,2/12/2002,2,2001,5/15/1992,9.8,7/10/2009,10-Jul-09,17.2,2,2009,,,DC,10/1/2008,MU,,TO MUIR 1/05 DEAD COLLAR 10/2008,No
02MY46,Myers,150.63,F,T,2/12/2002,2,2001,5/15/1997,4.8,11/7/2003,07-Nov-03,6.5,2,2003,,,DC,6/1/2003,MY,,,No
02LO41,Lostine,,M,R,2/20/2002,2,2001,5/15/2000,1.8,11/9/2011,09-Nov-11,11.5,1,2011,09-Nov-11,2011,HU,,,,Hunter harvest,No
02LO42,Lostine,,M,R,2/20/2002,2,2001,5/15/2001,0.8,9/9/2007,09-Sep-07,6.3,1,2007,09-Sep-07,2007,HU,,LO,,,No
02LO43,Lostine,,F,R,2/20/2002,2,2001,5/15/1999,2.8,6/11/2013,11-Jun-13,14.1,2,2013,,,DC,,LO,,Uncollared,No
02LO44,Lostine,,M,R,2/20/2002,2,2001,5/15/2000,1.8,9/13/2007,13-Sep-07,7.3,1,2007,13-Sep-07,2007,HU,,LO,,,No
02LO45,Lostine,,M,R,2/20/2002,2,2001,5/15/2000,1.8,4/18/2005,18-Apr-05,4.9,1,2004,11-Sep-05,2005,HU,,LO,,,No
02LO47,Lostine,150.60,M,R,2/20/2002,2,2001,5/15/2001,0.8,1/25/2007,25-Jan-07,5.7,2,2006,01-Jan-09,2008,DC,,LO,,Found dead skull with eartag 1/1/2009,No
00M05,Lostine,,F,R,1/6/2003,1,2002,5/15/2000,2.6,4/3/2008,03-Apr-08,7.9,2,2007,,,DC,,LO,,No collar,No
03LO40,Lostine,,F,R,1/6/2003,1,2002,5/15/2001,1.6,4/23/2012,23-Apr-12,10.9,2,2011,,,DC,,LO,,No collar,No
03LO50,Lostine,,F,R,1/6/2003,1,2002,5/15/2000,2.6,5/27/2013,27-May-13,13,2,2013,,,DC,,LO,,No collar,No
03LO26,Lostine,151.20,F,RT,1/7/2003,1,2002,5/15/2000,2.6,7/23/2010,23-Jul-10,10.2,1,2010,23-Jul-10,2010,UNK,7/23/2010,SC,,MOVED TO IMNAHA (05IMREL) 1/11/05,No
03LO48,Lostine,151.66,F,R,1/7/2003,1,2002,5/15/2000,2.6,1/13/2015,13-Jan-15,14.7,2,2014,,,Transferred to SDSU,,LO,,,No
03BC00,Big Canyon,151.51,F,R,1/13/2003,1,2002,5/15/1998,4.7,10/20/2003,20-Oct-03,5.4,1,2003,20-Oct-03,2003,PN,,BC,,,Yes
03LO35,Lostine,151.83,M,R,2/7/2003,2,2002,5/15/1998,4.7,1/1/2011,01-Jan-11,12.6,2,2010,,,DRC,11/1/2108,LO,,,No
03BB16,Black Butte,151.76,F,R,3/8/2003,3,2002,5/15/2001,1.8,8/10/2009,10-Aug-09,8.2,2,2009,,,DRC,8/10/2009,BB,HellerBar,,No
03BB18,Black Butte,151.89,F,R,3/8/2003,3,2002,5/15/1991,11.8,5/9/2005,09-May-05,14,1,2005,09-May-05,2005,UNK,,BB,NA,,Yes
03BB20,Black Butte,151.94,F,R,3/8/2003,3,2002,5/15/1994,8.8,2/7/2005,07-Feb-05,10.7,1,2004,07-Feb-05,2004,UNK,,BB,HellerBar,,Yes
97M15,Muir,151.06,F,T,12/13/1997,12,1997,5/15/1993,4.6,9/28/2004,28-Sep-04,11.4,2,2004,,,DC,11/19/2002,MU,,,No
97M18,Muir,151.58,F,T,12/13/1997,12,1997,5/15/1993,4.6,10/20/2002,20-Oct-02,9.4,1,2002,20-Oct-02,2002,PN,,MU,,,Yes
97M19,Muir,,F,T,12/13/1997,12,1997,5/15/1997,0.6,11/14/2001,14-Nov-01,4.5,2,2001,,,NC,,MU,,Eartag only,No
97M33,Muir,150.43,F,T,12/13/1997,12,1997,5/15/1993,4.6,9/29/1998,29-Sep-98,5.4,1,1998,30-Sep-98,1998,PPR,,IM,,,No
97M34,Muir,,F,T,12/13/1997,12,1997,5/15/1997,0.6,6/30/2007,30-Jun-07,10.1,2,2007,,,NC,,MU,,Eartag only,No
97M37,Muir,150.22,M,T,12/13/1997,12,1997,5/15/1996,1.6,11/29/2000,29-Nov-00,4.5,1,2000,29-Nov-00,2000,PN,,MU,,,No
97M41,Muir,150.05,F,T,12/13/1997,12,1997,5/15/1993,4.6,5/15/1999,15-May-99,6,2,1999,,,UNK,,IM,,,No
97M42,Muir,150.51,F,T,12/13/1997,12,1997,5/15/1993,4.6,11/15/2000,15-Nov-00,7.5,1,2000,15-Nov-00,2000,PN,,MU,,,Yes
97M50,Muir,150.38,M,T,12/13/1997,12,1997,5/15/1996,1.6,12/20/2002,20-Dec-02,6.6,1,2002,20-Dec-02,2002,PN,,MU,,,Yes
99L51,McGraw,150.17,M,RT,1/11/1999,1,1998,5/15/1996,2.7,8/12/1999,12-Aug-99,3.2,1,1999,12-Aug-99,1999,HU,,UHCID,,REMOVED,No
99L52,McGraw,150.16,M,RT,1/11/1999,1,1998,5/15/1997,1.7,8/16/2002,16-Aug-02,5.3,1,2002,21-Jul-02,2002,UNK,,UHCOR,,,No
99L53,McGraw,150.20,M,RT,1/11/1999,1,1998,5/15/1997,1.7,8/12/2002,12-Aug-02,5.2,1,2002,12-Aug-02,2002,UNK,,UHCOR,,,No
99L54,McGraw,151.02,F,RT,1/11/1999,1,1998,5/15/1994,4.7,7/5/2000,05-Jul-00,6.1,1,2000,05-Jul-00,2000,UNK,,UHCOR,,,No
99L55,McGraw,151.00,F,RT,1/11/1999,1,1998,5/15/1994,4.7,6/22/2006,22-Jun-06,12.1,2,2006,,,DC,7/20/2003,UHCOR,,,No
99L56,McGraw,150.28,F,RT,1/11/1999,1,1998,5/15/1995,3.7,3/15/2000,15-Mar-00,4.8,1,1999,15-Mar-00,1999,UNK,,UHCOR,,,Yes
99L57,McGraw,150.30,F,RT,1/11/1999,1,1998,5/15/1994,4.7,11/8/2002,08-Nov-02,8.5,1,2002,08-Nov-02,2002,UNK,,UHCOR,,,Yes
99L58,McGraw,150.50,F,RT,1/11/1999,1,1998,5/15/1994,4.7,3/14/2000,14-Mar-00,5.8,1,1999,14-Mar-00,1999,PR,,UHCOR,,,Yes
99L59,McGraw,151.33,M,RT,1/11/1999,1,1998,5/15/1995,3.7,7/16/2000,16-Jul-00,5.2,1,2000,12-Aug-99,1999,HU,,UHCID,,REMOVED,No
99LL09,McGraw,150.18,F,RT,1/11/1999,1,1998,5/15/1991,7.7,7/18/2000,18-Jul-00,9.2,1,2000,16-Jul-00,2000,HU,,UHCID,,REMOVED,No
99L61,McGraw,150.27,M,RT,1/12/1999,1,1998,5/15/1998,0.7,8/14/2006,14-Aug-06,8.3,2,2006,,,DRC,3/23/2000,UHCOR,,"DROPPED 2003, 2004",No
99L62,McGraw,151.65,F,RT,1/12/1999,1,1998,5/15/1995,3.7,7/27/1999,27-Jul-99,4.2,2,1999,,,DRC,7/27/1999,UHCOR,,,No
99L63,McGraw,150.31,F,RT,1/12/1999,1,1998,5/15/1995,3.7,11/5/2002,05-Nov-02,7.5,2,2002,,,DC,11/5/2002,UHCID,,DC 11/5/02,No
99L64,McGraw,150.48,F,RT,1/12/1999,1,1998,5/15/1996,2.7,8/16/2002,16-Aug-02,6.3,2,2002,,,DC,5/9/2000,UHCID,,DC 5/9/00,No
99L65,McGraw,150.21,M,RT,1/12/1999,1,1998,5/15/1997,1.7,3/17/2000,17-Mar-00,2.8,1,1999,17-Mar-00,1999,UNK,,UHCOR,,,No
99B01,Big Canyon,151.70,M,T,2/9/1999,2,1998,5/15/1997,1.7,1/14/2005,14-Jan-05,7.7,2,2004,,,DC,2/11/2004,BC,,,No
99B34,Big Canyon,151.48,M,T,2/9/1999,2,1998,5/15/1997,1.7,3/22/2002,22-Mar-02,4.9,1,2001,22-Mar-02,2001,PN,,BC,,,Yes
99B35,Big Canyon,151.60,F,T,2/9/1999,2,1998,5/15/1995,3.7,11/14/2003,14-Nov-03,8.5,1,2003,14-Nov-03,2003,PN,,BC,,,Yes
99B38,Big Canyon,151.31,F,T,2/9/1999,2,1998,5/15/1990,8.7,4/3/2003,03-Apr-03,12.9,1,2002,03-Apr-03,2002,PR,,BC,,,Yes
99B39,Big Canyon,151.33,M,T,2/9/1999,2,1998,5/15/1997,1.7,12/8/2002,08-Dec-02,5.6,1,2002,08-Dec-02,2002,PN,,MU,,,Yes
99B46,Big Canyon,150.85,F,T,2/9/1999,2,1998,5/15/1997,1.7,9/18/2000,18-Sep-00,3.3,1,2000,18-Sep-00,2000,UNK,,BC,,,No
99M02,Muir,151.43,F,T,2/9/1999,2,1998,5/15/1997,1.7,12/27/2000,27-Dec-00,3.6,1,2000,27-Dec-00,2000,UNK,,MU,,,No
99M15,Muir,151.67,M,T,2/9/1999,2,1998,5/15/1998,0.7,3/25/2000,25-Mar-00,1.9,1,1999,25-Mar-00,1999,PR,,IM,,To Imnaha 1999,No
99M22,Muir,151.81,M,T,2/9/1999,2,1998,5/15/1998,0.7,7/1/2001,01-Jul-01,3.1,2,2001,,,DC,7/1/2001,MU,,,No
99M23,Muir,151.77,F,T,2/9/1999,2,1998,5/15/1996,2.7,6/12/2006,12-Jun-06,10.1,2,2006,,,DC,4/1/2004,MU,,,No
99M24,Muir,151.34,M,T,2/9/1999,2,1998,5/15/1998,0.7,12/31/2001,31-Dec-01,3.6,2,2001,,,DRC,12/13/2001,IM,,To Imnaha 6/1999 DROP COLLAR?,No
99M29,Muir,150.89,F,T,2/9/1999,2,1998,5/15/1994,4.7,1/10/2001,10-Jan-01,6.7,1,2000,10-Jan-01,2000,PN,,MU,,,No
99M30,Muir,151.53,F,T,2/9/1999,2,1998,5/15/1994,4.7,4/13/2000,13-Apr-00,5.9,1,1999,13-Apr-00,1999,PN,,UHCOR,,To Upper Hells Canyon OR 4/2/99,No
99M31,Muir,151.30,F,T,2/9/1999,2,1998,5/15/1997,1.7,5/13/2006,13-May-06,9,2,2006,,,DC,10/13/2003,MU,,,No
99M32,Muir,151.52,F,T,2/9/1999,2,1998,5/15/1997,1.7,10/1/1999,01-Oct-99,2.4,1,1999,01-Oct-99,1999,HU,,MU,,,No
99M33,Muir,151.46,F,T,2/9/1999,2,1998,5/15/1995,3.7,5/10/1999,10-May-99,4,1,1999,10-May-99,1999,UNK,,MU,,,No
99M36,Muir,151.28,F,T,2/9/1999,2,1998,5/15/1997,1.7,2/20/2003,20-Feb-03,5.8,1,2002,16-Feb-03,2002,PN,,MU,,,Yes
99M41,Muir,151.44,F,T,2/9/1999,2,1998,5/15/1997,1.7,9/16/2005,16-Sep-05,8.3,2,2005,,,DC,10/1/2003,MU,,Collar dropped by 7/2004,No
99M45,Muir,151.41,F,T,2/9/1999,2,1998,5/15/1994,4.7,11/3/2003,03-Nov-03,9.5,1,2003,03-Nov-03,2003,PN,,BC,,To Big Canyon,No
99M47,Muir,151.55,F,T,2/9/1999,2,1998,5/15/1989,9.7,9/11/2002,11-Sep-02,13.3,1,2002,11-Sep-02,2002,PR,,MU,,,Yes
99L01,Lostine,150.41,F,R,12/10/1999,12,1999,5/15/1995,4.6,3/14/2000,14-Mar-00,4.8,1,1999,14-Mar-00,1999,PR,,LO,,,Yes
99L02,Lostine,150.61,F,R,12/10/1999,12,1999,5/15/1995,4.6,5/21/2006,21-May-06,11,1,2006,21-May-06,2006,UNK,,LO,,,Yes
99L03,Lostine,151.71,F,R,12/10/1999,12,1999,5/15/1995,4.6,5/14/2012,14-May-12,17,2,2012,,,DRC,4/1/2007,LO,,,No
99LO57,Lostine,150.02,F,R,12/10/1999,12,1999,5/15/1991,8.6,9/24/2007,24-Sep-07,16.4,1,2007,08-Sep-07,2007,UNK,,LO,,,Yes
99L05,Lostine,150.19,M,R,12/20/1999,12,1999,5/15/1997,2.6,9/13/2008,13-Sep-08,11.3,1,2008,13-Sep-08,2008,HU,,LO,,,No
00L09,Lostine,151.46,F,R,12/21/1999,12,1999,5/15/1997,2.6,4/11/2015,16-Jul-15,18.2,0,2015,,,,,LO,,,No
99L00,Lostine,150.64,F,R,12/21/1999,12,1999,5/15/1987,12.6,1/11/2004,11-Jan-04,16.7,1,2003,03-Jan-04,2003,PR,,LO,,,Yes
99L09,Lostine,151.46,F,R,12/21/1999,12,1999,5/15/1997,2.6,4/12/2015,16-Jul-15,18.2,0,2015,,,,,LO,,,No
99L10,Lostine,151.76,M,R,12/21/1999,12,1999,5/15/1998,1.6,9/13/2003,13-Sep-03,5.3,1,2003,13-Sep-03,2003,HU,,LO,,,No
99L11,Lostine,151.99,M,R,12/21/1999,12,1999,5/15/1995,4.6,8/9/2004,09-Aug-04,9.2,1,2004,20-Jul-04,2004,INJ,,LO,,,No
99L26,Lostine,151.32,M,R,12/21/1999,12,1999,5/15/1991,8.6,5/27/2001,27-May-01,10,1,2001,27-May-01,2001,INJ,,LO,,,Yes
99L23,Lostine,150.12,F,R,12/28/1999,12,1999,5/15/1990,9.6,12/8/2002,08-Dec-02,12.6,1,2002,28-Nov-02,2002,PN,,LO,,,No
00B14,Black Butte,151.71,M,R,1/19/2000,1,1999,5/15/1997,2.7,11/20/2002,20-Nov-02,5.5,1,2002,20-Nov-02,2002,HU,,BB,NA,,No
00B15,Black Butte,151.72,M,R,1/19/2000,1,1999,5/15/1998,1.7,5/14/2003,14-May-03,5,1,2003,14-May-03,2003,PN,,BB,NA,,No
00B16,Black Butte,151.77,M,R,1/19/2000,1,1999,5/15/1996,3.7,4/15/2002,15-Apr-02,5.9,1,2001,15-Apr-02,2001,PR,,BB,NA,,Yes
00B17,Black Butte,151.78,M,R,1/19/2000,1,1999,5/15/1997,2.7,5/11/2003,11-May-03,6,1,2003,11-May-03,2003,UNK,,BB,NA,,Yes
00B19,Black Butte,151.88,M,R,1/19/2000,1,1999,5/15/1998,1.7,3/1/2003,01-Mar-03,4.8,1,2002,01-Mar-03,2002,PN,,BB,NA,,Yes
00R02,Redbird,151.32,M,R,1/20/2000,1,1999,5/15/1997,2.7,5/25/2000,25-May-00,3,1,2000,25-May-00,2000,HU,,RB,,,No
00R03,Redbird,151.46,F,R,1/20/2000,1,1999,5/15/1993,6.7,1/16/2004,16-Jan-04,10.7,1,2003,16-Jan-04,2003,PR,,RB,,,Yes
00R18,Redbird,151.48,M,R,1/20/2000,1,1999,5/15/1996,3.7,2/9/2003,09-Feb-03,6.7,1,2002,09-Feb-03,2002,PR,,RB,,,Yes
00L19,Lostine,150.59,F,R,1/21/2000,1,1999,5/15/1995,4.7,1/24/2015,24-Jan-15,19.7,1,2014,24-Jan-15,2014,PR,,LO,,,No
00L20,Lostine,151.78,F,R,1/21/2000,1,1999,5/15/1997,2.7,3/17/2005,17-Mar-05,7.8,1,2004,17-Mar-05,2004,PR,,LO,,,No
00R04,Redbird,151.50,M,R,1/21/2000,1,1999,5/15/1991,8.7,4/15/2005,15-Apr-05,13.9,1,2004,15-Apr-05,2004,INJ,,RB,,,No
00R05,Redbird,151.55,M,R,1/21/2000,1,1999,5/15/1992,7.7,1/9/2004,09-Jan-04,11.7,1,2003,09-Jan-04,2003,PR,,RB,,,Yes
00R06,Redbird,151.70,M,R,1/21/2000,1,1999,5/15/1996,3.7,11/12/2005,12-Nov-05,9.5,2,2005,,,DC,9/1/2004,RB,,,No
00R07,Redbird,151.87,M,R,1/21/2000,1,1999,5/15/1992,7.7,4/8/2002,08-Apr-02,9.9,1,2001,08-Apr-02,2001,PR,,RB,,,Yes
00I06,Imnaha,150.41,F,R,1/23/2000,1,1999,5/15/1996,3.7,7/20/2008,20-Jul-08,12.2,1,2008,20-Jul-08,2008,PR,,IM,,,No
03BB21,Black Butte,151.31,F,R,3/8/2003,3,2002,5/15/1998,4.8,2/18/2004,18-Feb-04,5.8,1,2003,18-Feb-04,2003,PR,,BB,HellerBar,,Yes
03BB22,Black Butte,151.28,F,R,3/8/2003,3,2002,5/15/1998,4.8,4/9/2004,09-Apr-04,5.9,1,2003,09-Apr-04,2003,PN,,BB,HellerBar,,No
03BB24,Black Butte,151.99,M,R,3/8/2003,3,2002,5/15/2001,1.8,11/10/2003,10-Nov-03,2.5,2,2003,,,HU,,BB,NA,,No
03BB25,Black Butte,151.32,M,R,3/8/2003,3,2002,5/15/1995,7.8,5/1/2004,01-May-04,9,1,2004,01-May-04,2004,INJ,,BB,NA,,Yes
03BB26,Black Butte,151.33,F,R,3/8/2003,3,2002,5/15/1998,4.8,1/1/2009,01-Jan-09,10.6,1,2008,01-Jan-09,2008,INJ,,BB,HellerBar,,No
03BB27,Black Butte,151.02,M,R,3/8/2003,3,2002,5/15/2000,2.8,2/22/2008,22-Feb-08,7.8,2,2007,,,DC,,BB,NA,,No
03RB64,Redbird,150.08,M,R,3/8/2003,3,2002,5/15/2000,2.8,4/17/2009,17-Apr-09,8.9,1,2008,16-Apr-09,2008,INJ,,RB,,,Yes
03RB65,Redbird,150.13,M,R,3/8/2003,3,2002,5/15/2000,2.8,9/29/2004,29-Sep-04,4.4,1,2004,29-Sep-04,2004,INJ,,RB,,,No
03RB67,Redbird,150.99,M,R,3/8/2003,3,2002,5/15/2000,2.8,10/5/2010,05-Oct-10,10.4,1,2010,05-Oct-10,2010,HU,10/20/2004,RB,,,No
03RB69,Redbird,150.95,F,R,3/8/2003,3,2002,5/15/1998,4.8,11/23/2009,23-Nov-09,11.5,2,2009,,,DC,11/17/2008,RB,,,No
03RB70,Redbird,151.47,F,R,3/8/2003,3,2002,5/15/1999,3.8,12/20/2012,20-Dec-12,13.6,1,2012,20-Dec-12,2012,UNK,,RB,,,No
03RB73,Redbird,151.45,F,R,3/8/2003,3,2002,5/15/1998,4.8,3/24/2011,24-Mar-11,12.9,2,2010,,,DRC,3/24/2011,RB,,,No
03RB74,Redbird,151.40,F,R,3/8/2003,3,2002,5/15/1998,4.8,10/28/2011,28-Oct-11,13.5,1,2011,28-Oct-11,2011,PR,,RB,,,Yes
03RB75,Redbird,151.41,F,R,3/8/2003,3,2002,5/15/1998,4.8,4/12/2015,16-Jul-15,17.2,0,2015,,,,,RB,,,No
03AS01,Asotin,150.09,M,R,3/9/2003,3,2002,5/15/2001,1.8,10/28/2004,28-Oct-04,3.5,1,2004,23-Oct-04,2004,INJ,,AS,,,No
03AS02,Asotin,150.41,F,R,3/9/2003,3,2002,5/15/1995,7.8,3/15/2005,15-Mar-05,9.8,1,2004,15-Mar-05,2004,INJ,,AS,,,Yes
03AS03,Asotin,150.51,M,R,3/9/2003,3,2002,5/15/1999,3.8,2/26/2006,26-Feb-06,6.8,1,2005,26-Feb-06,2005,UNK,,AS,,,No
03AS04,Asotin,151.24,F,R,3/9/2003,3,2002,5/15/1987,15.8,6/26/2005,26-Jun-05,18.1,1,2005,26-Jun-05,2005,PR,,AS,,,Yes
03AS05,Asotin,150.55,M,R,3/9/2003,3,2002,5/15/1999,3.8,12/3/2003,03-Dec-03,4.6,1,2003,03-Dec-03,2003,INJ,,AS,,,Yes
03AS06,Asotin,150.86,F,R,3/9/2003,3,2002,5/15/2001,1.8,11/7/2007,07-Nov-07,6.5,2,2007,,,DRC,11/1/2007,AS,,,No
03AS07,Asotin,150.88,F,R,3/9/2003,3,2002,5/15/2001,1.8,8/19/2003,19-Aug-03,2.3,1,2003,19-Aug-03,2003,PR,,AS,,,Yes
03AS08,Asotin,151.14,M,R,3/9/2003,3,2002,5/15/1999,3.8,11/10/2005,10-Nov-05,6.5,1,2005,,,HU,,AS,,,No
03AS09,Asotin,151.15,F,R,3/9/2003,3,2002,5/15/1998,4.8,3/13/2007,13-Mar-07,8.8,1,2006,13-Mar-07,2006,INJ,,AS,,,Yes
03AS10,Asotin,151.21,F,R,3/9/2003,3,2002,5/15/1999,3.8,2/2/2004,02-Feb-04,4.7,1,2003,02-Feb-04,2003,PR,,AS,,,Yes
03AS11,Asotin,150.52,M,R,3/9/2003,3,2002,5/15/2000,2.8,9/15/2010,15-Sep-10,10.3,1,2010,15-Sep-10,2010,HU,,AS,,Hunter harvest,No
03AS12,Asotin,151.27,F,R,3/9/2003,3,2002,5/15/1998,4.8,12/31/2006,31-Dec-06,8.6,1,2006,31-Dec-06,2006,UNK,,AS,,,Yes
03AS15,Asotin,150.11,F,R,3/9/2003,3,2002,5/15/1998,4.8,1/15/2005,15-Jan-05,6.7,1,2004,,,HU,,AS,,,No
03WE31,Wenaha,151.46,F,R,3/9/2003,3,2002,5/15/2000,2.8,5/20/2008,20-May-08,8,2,2008,,,DRC,8/21/2007,WE,,,No
03WE53,Wenaha,150.37,M,R,3/9/2003,3,2002,5/14/2000,2.8,10/15/2008,15-Oct-08,8.4,2,2008,,,DC,10/16/2008,WE,,,No
03WE54,Wenaha,150.40,M,R,3/9/2003,3,2002,5/15/2000,2.8,10/23/2006,23-Oct-06,6.4,1,2006,23-Oct-06,2006,HU,,WE,,,No
03WE55,Wenaha,150.48,M,R,3/9/2003,3,2002,5/15/2000,2.8,2/1/2008,01-Feb-08,7.7,1,2007,02-Feb-08,2007,PN,,WE,,,Yes
03WE56,Wenaha,151.53,M,R,3/9/2003,3,2002,5/15/2001,1.8,4/18/2005,18-Apr-05,3.9,1,2004,18-Apr-05,2004,INJ,,WE,,,Yes
03WE61,Wenaha,150.58,F,R,3/9/2003,3,2002,5/15/1998,4.8,3/6/2008,06-Mar-08,9.8,1,2007,12-Mar-08,2007,PN,,WE,,,Yes
03WE62,Wenaha,150.85,F,R,3/9/2003,3,2002,5/15/1991,11.8,2/24/2008,24-Feb-08,16.8,1,2007,24-Feb-08,2007,PN,,WE,,,Yes
